acronym,structure_id,name,expression_energy,expression_density,sum_expressing_pixel_intensity,sum_expressing_pixels,sum_pixels,receptor
VISpm6a,257,"posteromedial visual area, layer 6a",1.68905,0.0130712,1063160.0,8227.58,629442.0,5-HT1a
SSp-n2/3,838,"Primary somatosensory area, nose, layer 2/3",0.962658,0.00828411,706927.0,6083.43,734349.0,5-HT1a
DTN,880,Dorsal tegmental nucleus,3.88049,0.0272291,1084720.0,7611.35,279530.0,5-HT1a
ACAv5,772,"Anterior cingulate area, ventral part, layer 5",1.8419,0.015196,2409030.0,19874.9,1307900.0,5-HT1a
AUDp6b,1005,"Primary auditory area, layer 6b",2.18523,0.01957,534907.0,4790.4,244783.0,5-HT1a
EP,942,Endopiriform nucleus,2.67665,0.0219939,15527500.0,127589.0,5801080.0,5-HT1a
ECT5,988,Ectorhinal area/Layer 5,6.68302,0.0409152,4206570.0,25753.7,629442.0,5-HT1a
VISp4,721,"Primary visual area, layer 4",1.79828,0.0144276,2955560.0,23712.4,1643540.0,5-HT1a
ORBvl,746,"Orbital area, ventrolateral part",2.31957,0.0177997,5704630.0,43775.8,2459350.0,5-HT1a
AONpv,199,"Anterior olfactory nucleus, posteroventral part",1.90815,0.0146756,1717300.0,13207.8,899982.0,5-HT1a
CLA,583,Claustrum,1.294,0.0112536,3031740.0,26366.4,2342920.0,5-HT1a
SSp-un4,182305701,"Primary somatosensory area, unassigned, layer 4",3.16224,0.0244302,1548130.0,11960.2,489566.0,5-HT1a
MDl,626,"Mediodorsal nucleus of the thalamus, lateral part",0.554547,0.00476936,430920.0,3706.12,777067.0,5-HT1a
SSp-un6a,182305709,"Primary somatosensory area, unassigned, layer 6a",2.07524,0.0166624,2394780.0,19228.1,1153980.0,5-HT1a
ILA1,707,"Infralimbic area, layer 1",4.1001,0.0257901,3297350.0,20740.8,804213.0,5-HT1a
SSp-un1,182305693,"Primary somatosensory area, unassigned, layer 1",0.880126,0.00727756,738431.0,6105.92,839007.0,5-HT1a
PRNc,1093,"Pontine reticular nucleus, caudal part",1.08615,0.0084372,6611210.0,51355.7,6086810.0,5-HT1a
SCig-a,494,"Superior colliculus, motor related, intermediate gray layer, sublayer a",1.29378,0.0107477,1263160.0,10493.3,976328.0,5-HT1a
INC,67,Interstitial nucleus of Cajal,0.936438,0.00751402,161180.0,1293.32,172121.0,5-HT1a
SSp-bfd6a,1038,"Primary somatosensory area, barrel field, layer 6a",1.52921,0.0125807,7486510.0,61590.9,4895660.0,5-HT1a
SSp-ul2/3,854,"Primary somatosensory area, upper limb, layer 2/3",1.2529,0.00993114,4293640.0,34033.6,3426960.0,5-HT1a
ORBvl2/3,288,"Orbital area, ventrolateral part, layer 2/3",2.45301,0.0184039,2436060.0,18276.8,993090.0,5-HT1a
ACAv2/3,296,"Anterior cingulate area, ventral part, layer 2/3",0.991001,0.00801339,1590800.0,12863.5,1605250.0,5-HT1a
COAp,647,"Cortical amygdalar area, posterior part",1.73888,0.0141992,8329370.0,68015.5,4790090.0,5-HT1a
CA3,463,Field CA3,2.00887,0.0137277,25246500.0,172524.0,12567500.0,5-HT1a
RM,206,Nucleus raphe magnus,1.4044,0.0109172,392882.0,3054.1,279752.0,5-HT1a
NLL,612,Nucleus of the lateral lemniscus,1.04556,0.00794346,2413090.0,18333.1,2307950.0,5-HT1a
PRP,169,Nucleus prepositus,0.608063,0.00500235,443082.0,3645.1,728679.0,5-HT1a
LSr,258,"Lateral septal nucleus, rostral (rostroventral) part",3.43934,0.0257811,14924200.0,111870.0,4339250.0,5-HT1a
VISC5,1058,"Visceral area, layer 5",1.68617,0.0150685,353783.0,3161.58,209814.0,5-HT1a
sAMY,278,Striatum-like amygdalar nuclei,1.81068,0.0149861,17032400.0,140969.0,9406660.0,5-HT1a
APN,215,Anterior pretectal nucleus,0.537423,0.00476101,1086130.0,9622.02,2021000.0,5-HT1a
DORpm,856,"Thalamus, polymodal association cortex related",0.449803,0.00372196,10957500.0,90669.4,24360600.0,5-HT1a
SUBd-sr,837,"Subiculum, dorsal part, stratum radiatum",2.3838,0.0164824,1481700.0,10245.0,621570.0,5-HT1a
LGv,178,Ventral part of the lateral geniculate complex,0.78025,0.00624066,927675.0,7419.8,1188950.0,5-HT1a
AOBmi,204,"Accessory olfactory bulb, mitral layer",0.792016,0.00677213,178411.0,1525.5,225262.0,5-HT1a
VMHvl,785,"Ventromedial hypothalamic nucleus, ventrolateral part",1.10458,0.00973221,325340.0,2866.51,294539.0,5-HT1a
TTd2,1042,"Taenia tecta, dorsal part, layer 2",4.26475,0.0316354,3322550.0,24646.4,779074.0,5-HT1a
SPVOmdmd,53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",2.00952,0.0144221,140542.0,1008.65,69938.0,5-HT1a
COApm3,256,"Cortical amygdalar area, posterior part, medial zone, layer 3",2.62419,0.0215049,3487080.0,28576.2,1328820.0,5-HT1a
CEAc,544,"Central amygdalar nucleus, capsular part",1.55221,0.0131337,2388280.0,20207.9,1538640.0,5-HT1a
RO,222,Nucleus raphe obscurus,0.579523,0.00496608,81061.4,694.635,139876.0,5-HT1a
XII,773,Hypoglossal nucleus,1.02252,0.00825092,820363.0,6619.69,802297.0,5-HT1a
VISam6a,1046,"Anteromedial visual area, layer 6a",1.01942,0.00893521,605513.0,5307.33,593979.0,5-HT1a
DORsm,864,"Thalamus, sensory-motor cortex related",0.508892,0.00424243,6836720.0,56995.0,13434500.0,5-HT1a
SSp-ul4,577,"Primary somatosensory area, upper limb, layer 4",1.70737,0.0134667,2388200.0,18836.7,1398760.0,5-HT1a
CNlam,112,Granular lamina of the cochlear nuclei,0.284972,0.00239554,19930.3,167.539,69938.0,5-HT1a
SSs6a,862,"Supplemental somatosensory area, layer 6a",1.73755,0.0152027,4374750.0,38276.8,2517770.0,5-HT1a
AMBv,143,"Nucleus ambiguus, ventral division",0.620627,0.00528034,64801.5,551.336,104413.0,5-HT1a
PL6a,84,"Prelimbic area, layer 6a",1.93498,0.016132,553933.0,4618.16,286274.0,5-HT1a
ME,10671,Median eminence,0.349306,0.00313337,48859.5,438.284,139876.0,5-HT1a
SSp-tr1,1006,"Primary somatosensory area, trunk, layer 1",0.418577,0.00341349,481795.0,3929.04,1151030.0,5-HT1a
TRS,581,Triangular nucleus of septum,1.72162,0.0129576,779726.0,5868.53,452902.0,5-HT1a
TEa5,289,"Temporal association areas, layer 5",4.09103,0.0312349,2432010.0,18568.3,594473.0,5-HT1a
VISp6b,305,"Primary visual area, layer 6b",0.717206,0.00554646,351120.0,2715.36,489566.0,5-HT1a
LIN,203,Linear nucleus of the medulla,1.08276,0.00919268,110400.0,937.294,101961.0,5-HT1a
SLD,358,Sublaterodorsal nucleus,0.5831,0.00486884,46798.7,390.765,80258.4,5-HT1a
LHA,194,Lateral hypothalamic area,1.19526,0.0104205,8431310.0,73505.5,7053940.0,5-HT1a
ACAd6a,919,"Anterior cingulate area, dorsal part, layer 6a",1.88241,0.0155855,1059380.0,8771.2,562780.0,5-HT1a
PALd,818,"Pallidum, dorsal region",0.669865,0.00564682,3677650.0,31001.8,5490130.0,5-HT1a
DCO,96,Dorsal cochlear nucleus,0.315835,0.00269,419688.0,3574.53,1328820.0,5-HT1a
ADP,72,Anterodorsal preoptic nucleus,1.26798,0.0103864,132739.0,1087.31,104685.0,5-HT1a
AId5,1101,"Agranular insular area, dorsal part, layer 5",3.11793,0.025727,3270920.0,26989.4,1049070.0,5-HT1a
SSp-n1,558,"Primary somatosensory area, nose, layer 1",0.784658,0.00709732,82316.1,744.558,104907.0,5-HT1a
AIv2/3,694,"Agranular insular area, ventral part, layer 2/3",2.31901,0.0199817,2351710.0,20263.5,1014100.0,5-HT1a
NODgr,10735,"Nodulus (X), granular layer",0.170217,0.00141223,218838.0,1815.62,1285650.0,5-HT1a
NTSco,666,"Nucleus of the solitary tract, commissural part",1.00073,0.00809279,69988.9,565.993,69938.0,5-HT1a
PGRN,938,Paragigantocellular reticular nucleus,0.446401,0.00367213,1001190.0,8235.83,2242800.0,5-HT1a
VAL,629,Ventral anterior-lateral complex of the thalamus,0.372586,0.00339246,689101.0,6274.39,1849510.0,5-HT1a
TR,566,Postpiriform transition area,1.50711,0.0130681,3160410.0,27404.0,2097010.0,5-HT1a
PRC,50,Precommissural nucleus,0.324969,0.00289354,22679.7,201.941,69790.2,5-HT1a
CENT3mo,10713,"Lobule III, molecular layer",0.750063,0.00533563,2216950.0,15770.5,2955690.0,5-HT1a
VISpm5,565,"posteromedial visual area, layer 5",1.36272,0.0114472,1143220.0,9603.33,838927.0,5-HT1a
SSs2/3,806,"Supplemental somatosensory area, layer 2/3",1.44994,0.0124245,202811.0,1737.89,139876.0,5-HT1a
PL,972,Prelimbic area,1.82662,0.0147797,5724190.0,46316.0,3133760.0,5-HT1a
MEApd-c,487,"Medial amygdalar nucleus, posterodorsal part, sublayer c",1.01632,0.00895904,248779.0,2193.02,244783.0,5-HT1a
MTN,571,Midline group of the dorsal thalamus,0.464013,0.00374282,1620880.0,13074.4,3493180.0,5-HT1a
PVHd,63,"Paraventricular hypothalamic nucleus, descending division",1.21172,0.0098011,40856.3,330.47,33717.6,5-HT1a
COApm1,240,"Cortical amygdalar area, posterior part, medial zone, layer 1",0.518621,0.00424456,253897.0,2077.98,489563.0,5-HT1a
BSTam,498,"Bed nuclei of the stria terminalis, anterior division, anteromedial area",1.04075,0.00848613,486742.0,3968.83,467685.0,5-HT1a
VISl5,613,"Lateral visual area, layer 5",2.10791,0.0170415,1105670.0,8938.87,524535.0,5-HT1a
PVp,126,"Periventricular hypothalamic nucleus, posterior part",1.19106,0.00970269,454906.0,3705.79,381935.0,5-HT1a
ORBm2/3,582,"Orbital area, medial part, layer 2/3",2.70768,0.0217212,1691160.0,13566.6,624580.0,5-HT1a
TR1,1140,"Postpiriform transition area, layers 1",0.703056,0.00615825,540078.0,4730.69,768187.0,5-HT1a
VISal6b,649,"Anterolateral visual area, layer 6b",1.50175,0.0111703,577661.0,4296.75,384659.0,5-HT1a
AMv,1104,"Anteromedial nucleus, ventral part",1.01936,0.00828086,112400.0,913.09,110265.0,5-HT1a
UVUmo,10734,"Uvula (IX), molecular layer",0.382601,0.00302528,793829.0,6276.91,2074820.0,5-HT1a
NLOT3,1139,"Nucleus of the lateral olfactory tract, layer 3",3.39762,0.0268701,712868.0,5637.72,209814.0,5-HT1a
ICd,820,"Inferior colliculus, dorsal nucleus",1.3457,0.0103126,3574520.0,27392.8,2656250.0,5-HT1a
AONl,183,"Anterior olfactory nucleus, lateral part",1.15347,0.00929517,1554620.0,12527.8,1347770.0,5-HT1a
VERM,645,Vermal regions,0.400624,0.00300081,15439500.0,115647.0,38538500.0,5-HT1a
PCN,907,Paracentral nucleus,0.363494,0.00327414,95422.5,859.51,262515.0,5-HT1a
RCH,173,Retrochiasmatic area,1.03522,0.00899309,689260.0,5987.69,665810.0,5-HT1a
BSTpr,578,"Bed nuclei of the stria terminalis, posterior division, principal nucleus",1.39786,0.0114935,520096.0,4276.34,372066.0,5-HT1a
SPFm,414,"Subparafascicular nucleus, magnocellular part",0.398714,0.00353777,68626.9,608.924,172121.0,5-HT1a
ND,587,Nucleus of Darkschewitsch,1.29763,0.0105756,317254.0,2585.6,244488.0,5-HT1a
CUN,616,Cuneiform nucleus,1.12809,0.00920105,960548.0,7834.51,851480.0,5-HT1a
NB,580,Nucleus of the brachium of the inferior colliculus,1.37887,0.0111812,626829.0,5082.93,454597.0,5-HT1a
AUDd6b,243,"Dorsal auditory area, layer 6b",1.18049,0.0102273,412804.0,3576.38,349690.0,5-HT1a
ACAd2/3,211,"Anterior cingulate area, dorsal part, layer 2/3",1.27166,0.01001,2303080.0,18128.9,1811090.0,5-HT1a
POST3,10698,"Postsubiculum, layer 3",2.31893,0.0161622,1378540.0,9608.01,594473.0,5-HT1a
SPVO,445,"Spinal nucleus of the trigeminal, oral part",1.01199,0.00743163,1698650.0,12474.1,1678510.0,5-HT1a
TTv,605,"Taenia tecta, ventral part",1.71356,0.0131857,1418110.0,10912.2,827577.0,5-HT1a
CA2,423,Field CA2,3.5056,0.0210584,5628880.0,33813.1,1605680.0,5-HT1a
MEApd-a,472,"Medial amygdalar nucleus, posterodorsal part, sublayer a",2.09027,0.0177241,730946.0,6197.92,349690.0,5-HT1a
VISal4,1114,"Anterolateral visual area, layer 4",2.01044,0.016582,913940.0,7538.11,454597.0,5-HT1a
BA,292,Bed nucleus of the accessory olfactory tract,2.32909,0.019217,488676.0,4032.0,209814.0,5-HT1a
ORBl6a,440,"Orbital area, lateral part, layer 6a",2.70207,0.02277,747059.0,6295.38,276477.0,5-HT1a
VI,653,Abducens nucleus,0.677528,0.0053436,23642.4,186.465,34895.1,5-HT1a
PRMgr,10681,"Paramedian lobule, granular layer",0.324476,0.00245905,1357300.0,10286.3,4183050.0,5-HT1a
SSp-m6b,2,"Primary somatosensory area, mouth, layer 6b",0.873284,0.0074299,213765.0,1818.71,244783.0,5-HT1a
MDRNd,1098,"Medullary reticular nucleus, dorsal part",1.29347,0.0110129,1204930.0,10259.0,931544.0,5-HT1a
MPNm,756,"Medial preoptic nucleus, medial part",1.28159,0.0108277,268328.0,2267.0,209371.0,5-HT1a
ORBl1,448,"Orbital area, lateral part, layer 1",2.13339,0.0155916,1304220.0,9531.7,611337.0,5-HT1a
RAmb,165,Midbrain raphe nuclei,5.83215,0.0373998,8758430.0,56165.2,1501750.0,5-HT1a
IG,19,Induseum griseum,1.09654,0.00827155,153299.0,1156.38,139802.0,5-HT1a
"CUL4, 5gr",10720,"Lobules IV-V, granular layer",0.40027,0.0031042,2465670.0,19122.0,6160030.0,5-HT1a
ENTl5,139,"Entorhinal area, lateral part, layer 5",6.87667,0.0479967,8897400.0,62100.7,1293850.0,5-HT1a
PFLgr,10687,"Paraflocculus, granular layer",0.893376,0.00625144,3811340.0,26670.0,4266220.0,5-HT1a
SSp-tr6a,9,"Primary somatosensory area, trunk, layer 6a",1.39258,0.0111324,3115930.0,24909.0,2237520.0,5-HT1a
CENT2gr,10708,"Lobule II, granular layer",0.441105,0.0033179,569178.0,4281.24,1290350.0,5-HT1a
AUDv6b,598,"Ventral auditory area, layer 6b",2.01993,0.0178545,423809.0,3746.13,209814.0,5-HT1a
MPO,523,Medial preoptic area,2.21525,0.0170372,3467820.0,26670.5,1565430.0,5-HT1a
PPY,1069,Parapyramidal nucleus,0.0596391,0.000439643,4561.41,33.6254,76483.6,5-HT1a
LSc,250,"Lateral septal nucleus, caudal (caudodorsal) part",2.22843,0.0171691,3652530.0,28141.2,1639060.0,5-HT1a
NOT,628,Nucleus of the optic tract,1.23616,0.0102765,518561.0,4310.92,419493.0,5-HT1a
BLAa,303,"Basolateral amygdalar nucleus, anterior part",1.52801,0.0129022,2457920.0,20754.2,1608570.0,5-HT1a
PO,1020,Posterior complex of the thalamus,0.416188,0.00379977,1065390.0,9726.94,2559870.0,5-HT1a
LH,186,Lateral habenula,0.504885,0.00392168,441507.0,3429.39,874471.0,5-HT1a
SCm,294,"Superior colliculus, motor related",1.30897,0.010662,14454400.0,117737.0,11042600.0,5-HT1a
PBG,874,Parabigeminal nucleus,2.11922,0.0157714,370535.0,2757.54,174845.0,5-HT1a
DN,846,Dentate nucleus,0.244252,0.00206523,204990.0,1733.25,839256.0,5-HT1a
PAA,788,Piriform-amygdalar area,1.55806,0.0124224,3141240.0,25045.1,2016120.0,5-HT1a
MEApv,435,"Medial amygdalar nucleus, posteroventral part",1.09492,0.00928255,229730.0,1947.61,209814.0,5-HT1a
EPd,952,"Endopiriform nucleus, dorsal part",2.84135,0.0233854,12906000.0,106221.0,4542200.0,5-HT1a
SSp,322,Primary somatosensory area,1.72356,0.0137019,115392000.0,917341.0,66949800.0,5-HT1a
PBls,883,"Parabrachial nucleus, lateral division, superior lateral part",0.844929,0.00703854,204474.0,1703.34,242002.0,5-HT1a
VISp1,593,"Primary visual area, layer 1",0.661753,0.00553721,1409640.0,11795.2,2130160.0,5-HT1a
ENTm2,543,"Entorhinal area, medial part, dorsal zone, layer 2",8.72623,0.0537552,16478000.0,101507.0,1888330.0,5-HT1a
SSp-ll5,1128,"Primary somatosensory area, lower limb, layer 5",2.18729,0.0177583,4052380.0,32900.8,1852700.0,5-HT1a
AIv,119,"Agranular insular area, ventral part",2.35674,0.019816,6345410.0,53353.5,2692450.0,5-HT1a
PMv,1004,Ventral premammillary nucleus,2.00475,0.0161264,446818.0,3594.23,222880.0,5-HT1a
PH,946,Posterior hypothalamic nucleus,1.23403,0.0104408,1883940.0,15939.5,1526660.0,5-HT1a
SOCl,114,"Superior olivary complex, lateral part",0.673752,0.00602735,47010.0,420.549,69773.4,5-HT1a
SCzo,834,"Superior colliculus, zonal layer",1.82143,0.0140497,3373430.0,26021.2,1852080.0,5-HT1a
DMHa,668,"Dorsomedial nucleus of the hypothalamus, anterior part",1.23089,0.0101607,793237.0,6548.01,644444.0,5-HT1a
RN,214,Red nucleus,1.17512,0.00908839,682082.0,5275.24,580438.0,5-HT1a
ORBl5,630,"Orbital area, lateral part, layer 5",3.05822,0.0252865,3225070.0,26666.0,1054560.0,5-HT1a
SUV,217,Superior vestibular nucleus,1.18173,0.00973579,1328450.0,10944.6,1124160.0,5-HT1a
MY,354,Medulla,0.78951,0.00630701,53815400.0,429905.0,68163000.0,5-HT1a
ACAd6b,927,"Anterior cingulate area, dorsal part, layer 6b",0.917323,0.00797938,38513.4,335.011,41984.6,5-HT1a
ECT,895,Ectorhinal area,5.34943,0.0339697,8230830.0,52267.0,1538640.0,5-HT1a
NPC,634,Nucleus of the posterior commissure,0.764496,0.00642703,377318.0,3172.07,493551.0,5-HT1a
PBl,881,"Parabrachial nucleus, lateral division",0.835294,0.00688217,973075.0,8017.37,1164950.0,5-HT1a
BSTal,537,"Bed nuclei of the stria terminalis, anterior division, anterolateral area",0.378009,0.00315156,161902.0,1349.82,428301.0,5-HT1a
AD,64,Anterodorsal nucleus,0.959649,0.00748743,193516.0,1509.86,201653.0,5-HT1a
ACAv,48,"Anterior cingulate area, ventral part",1.19347,0.00970655,6382510.0,51909.2,5347850.0,5-HT1a
OT,754,Olfactory tubercle,0.639322,0.00502008,5406380.0,42452.0,8456430.0,5-HT1a
SNr,381,"Substantia nigra, reticular part",0.612882,0.00520016,1717360.0,14571.4,2802110.0,5-HT1a
ENTl4,92,"Entorhinal area, lateral part, layer 4",4.50192,0.0373969,1101990.0,9154.13,244783.0,5-HT1a
CP,672,Caudoputamen,0.535402,0.00438618,27737900.0,227238.0,51807600.0,5-HT1a
PVHap,55,"Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part",0.559415,0.00491541,117249.0,1030.23,209592.0,5-HT1a
SSp-ul6b,1026,"Primary somatosensory area, upper limb, layer 6b",0.960573,0.00811287,537444.0,4539.18,559504.0,5-HT1a
SUBv,518,"Subiculum, ventral part",3.27034,0.0250871,28361400.0,217563.0,8672310.0,5-HT1a
PBlc,860,"Parabrachial nucleus, lateral division, central lateral part",0.850646,0.00713612,282062.0,2366.23,331585.0,5-HT1a
SSp-m4,950,"Primary somatosensory area, mouth, layer 4",2.6524,0.0200548,2040540.0,15428.5,769318.0,5-HT1a
TR2,1141,"Postpiriform transition area, layers 2",1.99045,0.0172109,765642.0,6620.3,384658.0,5-HT1a
VNC,701,Vestibular nuclei,0.746477,0.00621702,4008530.0,33385.0,5369940.0,5-HT1a
MOp2/3,943,"Primary motor area, Layer 2/3",1.76065,0.0140622,13298600.0,106215.0,7553250.0,5-HT1a
VISpl,425,Posterolateral visual area,2.81869,0.0214745,3252710.0,24781.0,1153980.0,5-HT1a
PVH,38,Paraventricular hypothalamic nucleus,0.574767,0.00492089,341386.0,2922.79,593956.0,5-HT1a
VISpm1,805,"posteromedial visual area, layer 1",0.679074,0.00572075,347793.0,2929.93,512158.0,5-HT1a
IA,1105,Intercalated amygdalar nucleus,1.68126,0.0139715,705505.0,5862.84,419628.0,5-HT1a
IMD,59,Intermediodorsal nucleus of the thalamus,0.135259,0.00124654,66198.4,610.081,489418.0,5-HT1a
CLI,591,Central linear nucleus raphe,1.89832,0.013038,464537.0,3190.52,244709.0,5-HT1a
DP1,496,"Dorsal peduncular area, layer 1",8.33196,0.0502642,1746930.0,10538.7,209666.0,5-HT1a
DR,872,Dorsal nucleus raphe,10.7003,0.0661706,3741800.0,23139.2,349690.0,5-HT1a
BAC,287,Bed nucleus of the anterior commissure,1.01633,0.00841721,68536.4,567.617,67435.3,5-HT1a
NI,604,Nucleus incertus,1.90528,0.0140307,461329.0,3397.28,242133.0,5-HT1a
TEa6b,786,"Temporal association areas, layer 6b",1.99224,0.0177617,209000.0,1863.33,104907.0,5-HT1a
AHN,88,Anterior hypothalamic nucleus,1.83026,0.0152835,2520650.0,21048.6,1377210.0,5-HT1a
ILA5,827,"Infralimbic area, layer 5",3.07926,0.0247653,2735740.0,22002.6,888441.0,5-HT1a
TU,614,Tuberal nucleus,0.495602,0.00439564,374081.0,3317.83,754800.0,5-HT1a
PVHpml,652,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone",0.97805,0.00799119,68258.3,557.707,69790.2,5-HT1a
ACAv6a,810,"Anterior cingulate area, ventral part, 6a",1.85958,0.0154608,938075.0,7799.28,504455.0,5-HT1a
SUBv-sr,861,"Subiculum, ventral part, stratum radiatum",3.92137,0.029525,4799420.0,36136.1,1223920.0,5-HT1a
RSPv6a,590,"Retrosplenial area, ventral part, layer 6a",1.49413,0.0113358,2189050.0,16608.0,1465100.0,5-HT1a
SOCm,105,"Superior olivary complex, medial part",0.344132,0.00310256,43032.5,387.964,125046.0,5-HT1a
STRd,485,Striatum dorsal region,0.535402,0.00438618,27737900.0,227238.0,51807600.0,5-HT1a
CSl,137,"Superior central nucleus raphe, lateral part",2.44668,0.0175194,854133.0,6116.0,349099.0,5-HT1a
SSs5,1090,"Supplemental somatosensory area, layer 5",2.45939,0.0203012,3956120.0,32655.9,1608570.0,5-HT1a
GU6a,638,"Gustatory areas, layer 6a",1.97002,0.0165541,1928910.0,16208.7,979132.0,5-HT1a
SH,333,Septohippocampal nucleus,6.88221,0.0475274,721992.0,4985.96,104907.0,5-HT1a
MOs1,656,"Secondary motor area, layer 1",0.638692,0.00513218,2831030.0,22748.6,4432550.0,5-HT1a
root,997,root,1.39013,0.0105655,1320600000.0,10037100.0,949981000.0,5-HT1a
LGd,170,Dorsal part of the lateral geniculate complex,0.458776,0.00358684,818190.0,6396.83,1783420.0,5-HT1a
ANcr1,1056,Crus 1,0.342503,0.0025477,4287560.0,31892.9,12518300.0,5-HT1a
LS,242,Lateral septal nucleus,3.11394,0.0234967,19128500.0,144337.0,6142860.0,5-HT1a
RSPv6b,622,"Retrosplenial area, ventral part, layer 6b",0.969038,0.00802246,223714.0,1852.08,230862.0,5-HT1a
OT2,465,"Olfactory tubercle, pyramidal layer",0.755212,0.00585734,1971660.0,15291.9,2610730.0,5-HT1a
AAA,23,Anterior amygdalar area,2.39742,0.0188104,3101900.0,24337.8,1293850.0,5-HT1a
AOBgl,188,"Accessory olfactory bulb, glomerular layer",0.801232,0.00652179,128078.0,1042.51,159851.0,5-HT1a
PVpo,133,"Periventricular hypothalamic nucleus, preoptic part",0.676931,0.00610285,189373.0,1707.28,279752.0,5-HT1a
SSp-tr2/3,670,"Primary somatosensory area, trunk, layer 2/3",1.04957,0.00846415,2822820.0,22764.3,2689500.0,5-HT1a
VISl4,573,"Lateral visual area, layer 4",2.29925,0.0197741,723622.0,6223.34,314721.0,5-HT1a
SSp-n,353,"Primary somatosensory area, nose",1.84667,0.0147169,4520330.0,36024.6,2447830.0,5-HT1a
DCN,720,Dorsal column nuclei,1.43561,0.0112916,664053.0,5223.04,462559.0,5-HT1a
RSPd6b,330,"Retrosplenial area, dorsal part, layer 6b",1.4789,0.0124015,194089.0,1627.57,131239.0,5-HT1a
OV,763,Vascular organ of the lamina terminalis,1.12628,0.00834567,78769.7,583.679,69938.0,5-HT1a
AUDd5,252,"Dorsal auditory area, layer 5",2.89525,0.0248031,1214930.0,10408.1,419628.0,5-HT1a
x,765,Nucleus x,0.214551,0.00173187,22507.9,181.686,104907.0,5-HT1a
TEa4,234,"Temporal association areas, layer 4",2.43337,0.0192142,425463.0,3359.5,174845.0,5-HT1a
MOB,507,Main olfactory bulb,0.6269,0.00510641,23452400.0,191032.0,37410200.0,5-HT1a
DMX,839,Dorsal motor nucleus of the vagus nerve,1.38066,0.0106806,380653.0,2944.66,275702.0,5-HT1a
